Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1021,2025-10-01,2025-10-03,CUST729,Erin Brown,Corporate,PROD5411,Dining Table,Furniture,South,Colorado,Aguilarside,6,1077,15,5492.7,4257.27,1235.43,Credit Card,Cancelled,"Jennings, Moore and Pugh",porteramanda@perez.biz,0,Yes,28
ORD1022,2025-03-01,2025-03-05,CUST526,Matthew Hamilton,Home Office,PROD4537,Keyboard,Electronics,North,Kentucky,Peterstad,2,4293,5,8156.7,6799.85,1356.85,Net Banking,Pending,Webb Group,poolejulie@fisher-moore.biz,9,Yes,24
ORD1023,2025-09-02,2025-09-06,CUST558,Sandra Irwin,Consumer,PROD3990,Sugar,Grocery,West,Montana,South Justin,1,753,10,677.7,429.94,247.76,Net Banking,Returned,"Booth, Garcia and Coffey",james78@torres-weiss.com,2,Yes,32
ORD1024,2025-09-21,2025-09-22,CUST263,Stephanie White,Consumer,PROD5040,Sofa,Furniture,East,Hawaii,East Taylor,9,2537,20,18266.4,13932.29,4334.11,Net Banking,Returned,Wyatt-Butler,benitezmargaret@fowler.com,11,No,0
ORD1025,2026-02-05,2026-02-06,CUST951,Tony Robinson,Corporate,PROD5267,Notebook,Office Supplies,North,Maine,Nelsonland,9,2972,20,21398.4,14084.89,7313.51,Cash,Delivered,Pena-Humphrey,jennifertorres@cross-garcia.net,11,No,0
ORD1026,2024-06-01,2024-06-04,CUST497,William Fields,Home Office,PROD1276,Dining Table,Furniture,East,Kansas,Holmesfurt,9,922,0,8298.0,6277.81,2020.19,Net Banking,Cancelled,Gonzalez-Shepherd,gregoryconway@pena.com,27,No,0
ORD1027,2026-03-18,2026-03-19,CUST591,Adam Norris,Consumer,PROD4386,Study Table,Furniture,East,Maine,East Brent,6,1708,0,10248.0,7932.77,2315.23,Net Banking,Returned,Hicks-Robinson,camposkimberly@evans.org,26,No,0
ORD1028,2025-03-31,2025-04-02,CUST816,Kathryn Perez,Home Office,PROD3540,Juice Pack,Grocery,West,Illinois,South Jose,5,3627,0,18135.0,11783.83,6351.17,Credit Card,Returned,"Fitzpatrick, Peters and Moreno",eugenesimpson@baker.info,49,No,0
ORD1029,2024-04-03,2024-04-09,CUST666,Stephanie Mitchell,Home Office,PROD4441,Sofa,Furniture,East,California,Glenhaven,8,4852,15,32993.6,28637.91,4355.69,Cash,Pending,Jenkins-Miles,boydlaura@campbell.com,26,No,0
ORD1030,2024-06-06,2024-06-07,CUST846,Morgan Stafford,Consumer,PROD7485,Keyboard,Electronics,West,Oklahoma,Melanieton,8,1342,15,9125.6,5915.85,3209.75,Net Banking,Cancelled,Wilson PLC,jasonbond@mann.com,2,Yes,30
ORD1031,2025-02-17,2025-02-20,CUST118,Taylor Miller,Consumer,PROD6650,Laptop,Electronics,West,Delaware,Velezview,5,647,0,3235.0,2576.01,658.99,Cash,Delivered,Watts-Morgan,lindsay75@smith.com,10,No,0
ORD1032,2025-11-26,2025-11-27,CUST383,Lindsay Mitchell,Corporate,PROD8299,Calculator,Office Supplies,East,California,West Curtisview,1,2818,5,2677.1,1940.77,736.33,UPI,Cancelled,Frazier Group,hunter60@mullins.com,45,No,0
ORD1033,2025-01-12,2025-01-19,CUST955,Craig Dean,Corporate,PROD1840,File Folder,Office Supplies,East,Minnesota,Lake Rachel,4,1840,20,5888.0,3972.78,1915.22,Credit Card,Delivered,"Rose, Roberts and Mathews",ejohnson@english.com,41,No,0
ORD1034,2024-08-12,2024-08-16,CUST665,Jessica Roberts,Corporate,PROD8507,Keyboard,Electronics,North,Kentucky,Port Miguelberg,5,132,5,627.0,431.78,195.22,Cash,Pending,Fisher-Alexander,franklong@mendez.com,5,Yes,50
ORD1035,2025-09-19,2025-09-23,CUST756,Christopher Rios,Corporate,PROD6040,Calculator,Office Supplies,North,Pennsylvania,East Kayla,6,4116,0,24696.0,22069.59,2626.41,UPI,Cancelled,"Walters, Miller and Peters",alexis47@kim.com,13,No,0
ORD1036,2024-12-12,2024-12-17,CUST666,Tyler Johnson,Consumer,PROD2815,Keyboard,Electronics,East,Oregon,Kramerfurt,9,4253,15,32535.45,23017.73,9517.72,Credit Card,Cancelled,Lambert-Holland,marcusholland@johnson.info,40,No,0
ORD1037,2024-06-25,2024-06-26,CUST175,Kendra Meyers,Home Office,PROD8029,Keyboard,Electronics,North,Illinois,West Sherry,10,1547,20,12376.0,7970.73,4405.27,Net Banking,Delivered,Dunn-Randall,schapman@lin.com,5,Yes,30
ORD1038,2026-01-06,2026-01-07,CUST381,Jennifer Torres,Home Office,PROD2024,Stapler,Office Supplies,South,North Carolina,North Julia,5,4654,5,22106.5,18683.14,3423.36,Cash,Pending,Tyler-Case,vtaylor@smith.com,8,Yes,38
ORD1039,2025-11-28,2025-12-03,CUST947,Dominique Walker,Consumer,PROD2563,Juice Pack,Grocery,South,South Dakota,Martinezbury,9,139,10,1125.9,706.41,419.49,Net Banking,Returned,Smith LLC,andrea06@kelley.org,50,No,0
ORD1040,2025-11-11,2025-11-16,CUST762,James Johnson,Corporate,PROD4753,Study Table,Furniture,East,Nebraska,Marybury,4,598,0,2392.0,1541.84,850.16,Net Banking,Cancelled,"Potter, Acosta and Rivera",tabbott@robinson.biz,30,No,0
ORD1041,2025-11-16,2025-11-23,CUST187,Danielle Gonzalez,Home Office,PROD3340,Calculator,Office Supplies,South,New York,Anneland,2,3048,15,5181.6,3305.39,1876.21,Credit Card,Delivered,Lee-Webb,yatesbianca@brown.biz,37,No,0
ORD1042,2024-05-21,2024-05-22,CUST191,Meghan Taylor,Home Office,PROD3000,Office Chair,Furniture,North,Florida,Walkerton,7,1546,15,9198.7,6428.43,2770.27,UPI,Returned,"Simmons, Keller and Nguyen",tina00@clay-green.com,17,No,0
ORD1043,2026-03-13,2026-03-20,CUST135,Kristina Nicholson,Home Office,PROD2017,Cooking Oil,Grocery,East,Minnesota,Rodriguezland,7,3936,0,27552.0,21642.18,5909.82,UPI,Cancelled,Montoya-Ware,parksjohn@mason.com,42,No,0
ORD1044,2025-05-18,2025-05-22,CUST701,Katrina Huang,Home Office,PROD2050,Calculator,Office Supplies,North,Alaska,West Carlaland,4,1364,20,4364.8,3882.15,482.65,Credit Card,Delivered,"Matthews, Cox and Figueroa",joshua55@salazar.org,47,No,0
ORD1045,2024-06-09,2024-06-11,CUST113,Heather Larson,Home Office,PROD3564,Study Table,Furniture,West,Maine,New Henrychester,5,1972,0,9860.0,8774.43,1085.57,UPI,Pending,Thomas-Woods,mike66@gaines.net,1,Yes,25
ORD1046,2025-10-21,2025-10-26,CUST652,Sarah Miller,Home Office,PROD6900,Sugar,Grocery,North,Arizona,Jessicamouth,3,3589,20,8613.6,7325.19,1288.41,Net Banking,Cancelled,"Hart, Jarvis and Brown",kingjessica@young-hanson.com,28,No,0
ORD1047,2024-05-25,2024-05-29,CUST819,Robert Johnson,Consumer,PROD7858,Mouse,Electronics,South,Rhode Island,New Johnmouth,3,2232,20,5356.8,3824.81,1531.99,UPI,Cancelled,"Pitts, Long and Thomas",whendrix@brooks.com,35,No,0
ORD1048,2025-03-10,2025-03-17,CUST759,Matthew Davis,Home Office,PROD1585,Study Table,Furniture,South,Illinois,Nicholasville,8,4380,0,35040.0,28180.62,6859.38,UPI,Cancelled,Marquez and Sons,foxandrew@velasquez-barker.org,27,No,0
ORD1049,2025-03-14,2025-03-16,CUST496,Kenneth Mccullough,Consumer,PROD5439,Rice Bag,Grocery,North,North Carolina,Lake David,2,2768,10,4982.4,3795.12,1187.28,Cash,Returned,"Guerra, Jackson and White",joneskyle@torres-petersen.net,8,Yes,46
ORD1050,2025-12-18,2025-12-21,CUST832,Michele Hernandez,Corporate,PROD8521,Sugar,Grocery,West,Texas,North Brian,2,3566,5,6775.4,5197.49,1577.91,Credit Card,Cancelled,Chang-Williams,gpena@roberts-abbott.com,30,No,0
ORD1051,2024-07-15,2024-07-16,CUST225,Patrick Kelley,Corporate,PROD3596,Rice Bag,Grocery,East,Minnesota,Castilloland,7,3666,15,21812.7,15536.34,6276.36,Credit Card,Returned,Carey Group,olivia07@lynch.org,24,No,0
ORD1052,2025-05-24,2025-05-27,CUST272,Judith Carter,Consumer,PROD3026,Keyboard,Electronics,North,Georgia,Eileenside,6,3455,5,19693.5,15275.37,4418.13,UPI,Returned,Mccoy-Lawrence,debra73@fitzgerald-moreno.com,39,No,0
ORD1053,2024-07-06,2024-07-09,CUST459,Kenneth Christensen,Consumer,PROD9056,Rice Bag,Grocery,West,Idaho,Longburgh,3,553,5,1576.05,958.58,617.47,Net Banking,Cancelled,"Walker, Oneal and Perkins",weaverbenjamin@stephens.com,47,No,0
ORD1054,2024-04-28,2024-05-03,CUST573,Donald Gardner,Consumer,PROD4527,Snacks,Grocery,North,Kansas,Ryanmouth,10,4718,0,47180.0,39567.35,7612.65,UPI,Pending,Vasquez-Sullivan,lisa27@davis.com,30,No,0
ORD1055,2025-10-29,2025-11-04,CUST829,Lisa Jacobson,Home Office,PROD6993,Keyboard,Electronics,North,Indiana,Lake Kathleen,10,634,0,6340.0,4720.97,1619.03,Net Banking,Cancelled,Johnson and Sons,michael94@george.org,26,No,0
ORD1056,2024-05-02,2024-05-07,CUST525,Cristina Hayes,Home Office,PROD2877,Sofa,Furniture,South,Nebraska,Amandahaven,7,517,10,3257.1,2783.51,473.59,UPI,Cancelled,"Tucker, Clayton and Miller",rodneyruiz@mcmillan.net,19,No,0
ORD1057,2025-02-21,2025-02-26,CUST566,Robert Mccarthy,Corporate,PROD7828,Juice Pack,Grocery,East,New Hampshire,Fisherport,6,3159,15,16110.9,11557.42,4553.48,Cash,Cancelled,Daniel-Pope,asmith@reese.com,40,No,0
ORD1058,2024-12-28,2025-01-01,CUST501,Charles Martin,Corporate,PROD3398,Bookshelf,Furniture,North,Virginia,Port Scott,8,1686,5,12813.6,9480.39,3333.21,Credit Card,Pending,"Hart, Taylor and Brown",fgallegos@cain-henry.com,49,No,0
ORD1059,2026-02-19,2026-02-21,CUST536,Dana Jenkins,Corporate,PROD5641,Laptop,Electronics,West,Montana,Jameshaven,8,2586,20,16550.4,11953.61,4596.79,Cash,Delivered,"Fernandez, Wallace and Becker",rdavis@smith.com,44,No,0
ORD1060,2025-06-09,2025-06-11,CUST976,Carolyn Clarke,Corporate,PROD6440,Headphones,Electronics,North,Utah,Port Krista,9,423,10,3426.3,2090.69,1335.61,UPI,Cancelled,Kennedy-Turner,juliegray@reid.info,8,Yes,26
ORD1061,2025-07-04,2025-07-07,CUST494,Cheryl Valdez,Consumer,PROD4430,Stapler,Office Supplies,North,Virginia,Stevenstad,9,4324,10,35024.4,24608.2,10416.2,Cash,Returned,"Ellis, Mason and Fleming",foxpeggy@english.com,29,No,0
ORD1062,2024-03-25,2024-03-27,CUST697,Sarah Vargas,Consumer,PROD5275,Keyboard,Electronics,West,Florida,Johnsonborough,6,1038,5,5916.6,4833.96,1082.64,Net Banking,Returned,Harris Ltd,ann29@mcneil-bates.com,2,Yes,23
ORD1063,2024-11-03,2024-11-04,CUST312,Amber Juarez,Corporate,PROD1281,Juice Pack,Grocery,West,Florida,Andersontown,6,1867,10,10081.8,7656.79,2425.01,Cash,Delivered,Crosby-Lewis,romangwendolyn@scott-fowler.com,46,No,0
ORD1064,2024-03-30,2024-04-03,CUST458,Gregory Lang,Home Office,PROD1548,Snacks,Grocery,East,South Carolina,West Felicialand,4,4985,20,15952.0,9989.63,5962.37,UPI,Cancelled,Pham-Mccarthy,angelcarlson@blankenship.com,28,No,0
ORD1065,2024-05-05,2024-05-09,CUST314,Christine Bryant,Consumer,PROD4220,Cooking Oil,Grocery,East,Michigan,Lake Brittanyburgh,3,362,0,1086.0,885.39,200.61,Credit Card,Returned,Rivera-Davis,chad82@sanders.com,32,No,0
ORD1066,2024-10-30,2024-11-06,CUST479,Julie Orr,Consumer,PROD5948,Mouse,Electronics,East,Arizona,East Benjaminfurt,10,1463,5,13898.5,9092.72,4805.78,Net Banking,Cancelled,"Boyd, Hernandez and Dominguez",jeffrey17@compton.com,9,Yes,31
ORD1067,2025-03-16,2025-03-20,CUST203,Joshua Miller,Consumer,PROD6933,File Folder,Office Supplies,East,Oregon,New Cindychester,7,651,10,4101.3,3322.29,779.01,Cash,Pending,"Morrow, Davis and Herring",loridoyle@cunningham-baker.com,44,No,0
ORD1068,2025-07-29,2025-08-02,CUST357,Eric Horne,Home Office,PROD7006,Cooking Oil,Grocery,North,Maryland,Heatherville,3,3986,10,10762.2,6961.88,3800.32,Net Banking,Returned,Sanchez-Bryant,amurphy@ferguson-brown.net,40,No,0
ORD1069,2026-03-10,2026-03-16,CUST299,Richard Landry,Consumer,PROD3522,Sofa,Furniture,West,West Virginia,Barryview,3,2253,15,5745.15,4369.68,1375.47,Cash,Returned,Brown-Griffin,novakadam@martin.com,16,No,0
ORD1070,2025-03-24,2025-03-30,CUST489,Benjamin Graves,Corporate,PROD8014,Mouse,Electronics,South,Kentucky,East Kendra,8,2151,10,15487.2,11270.58,4216.62,UPI,Pending,"Martinez, Cunningham and Cruz",fmiller@hood-moore.com,42,No,0
ORD1071,2024-12-06,2024-12-09,CUST608,Shelly Baker,Home Office,PROD4020,Notebook,Office Supplies,South,North Dakota,East Victoria,5,3848,5,18278.0,16396.88,1881.12,UPI,Returned,Paul-Hoffman,richardsonsteven@house.com,6,Yes,27
ORD1072,2025-09-29,2025-10-02,CUST789,Cory Scott IV,Home Office,PROD3298,Mouse,Electronics,South,California,Scotttown,10,3479,20,27832.0,23954.11,3877.89,UPI,Pending,"Knight, Buck and Collins",zwilliams@johnson.com,26,No,0
ORD1073,2025-10-30,2025-11-06,CUST950,David Bush,Home Office,PROD2691,Notebook,Office Supplies,West,Tennessee,New Timothy,10,463,20,3704.0,2779.17,924.83,Credit Card,Returned,Compton and Sons,urobinson@pierce-perez.com,20,No,0
ORD1074,2025-12-09,2025-12-14,CUST594,Mr. Dylan Johnson,Corporate,PROD6160,Juice Pack,Grocery,West,Nebraska,New Sandra,6,2181,15,11123.1,9636.68,1486.42,Credit Card,Delivered,Graves-Lewis,jgarcia@stevenson.com,1,Yes,45
ORD1075,2026-02-09,2026-02-11,CUST258,Sandra Ryan,Home Office,PROD5349,Office Chair,Furniture,South,Oklahoma,Lake John,10,3768,5,35796.0,27482.93,8313.07,Cash,Returned,"Spencer, Buckley and Smith",kelly00@mccarty-davis.com,48,No,0
ORD1076,2025-10-13,2025-10-15,CUST410,Rebecca Campbell,Consumer,PROD9177,Mouse,Electronics,North,Georgia,Charleschester,9,200,15,1530.0,1153.59,376.41,Net Banking,Delivered,Moran Ltd,shelleycastro@jones.com,37,No,0
ORD1077,2024-09-25,2024-09-28,CUST165,Michelle Stephens,Corporate,PROD1745,Office Chair,Furniture,East,Massachusetts,Portermouth,1,4116,20,3292.8,2287.42,1005.38,UPI,Delivered,Perez LLC,lisa45@harris-price.com,16,No,0
ORD1078,2025-05-30,2025-06-05,CUST829,David Sutton,Corporate,PROD6364,Keyboard,Electronics,West,Alaska,Washingtonmouth,3,2168,20,5203.2,3571.71,1631.49,Credit Card,Cancelled,"Parker, Miller and Wolf",lee32@smith-hampton.com,2,Yes,24
ORD1079,2025-04-22,2025-04-24,CUST565,Amanda Ewing,Consumer,PROD4715,Pen,Office Supplies,West,Georgia,Andersonmouth,2,2521,5,4789.9,3945.15,844.75,Credit Card,Returned,Clark and Sons,nicolerobertson@brown-guerra.biz,26,No,0
ORD1080,2024-07-21,2024-07-22,CUST614,Jeffrey Wood,Home Office,PROD6098,Juice Pack,Grocery,East,Ohio,Richardton,6,1419,10,7662.6,4683.19,2979.41,UPI,Delivered,Fox Group,alanfloyd@knight-avila.biz,48,No,0
ORD1081,2025-07-11,2025-07-12,CUST341,Donna Hansen,Consumer,PROD2712,Bookshelf,Furniture,West,Oklahoma,Lake Karenchester,10,3558,10,32022.0,27527.79,4494.21,Net Banking,Delivered,"Franklin, Jackson and Bridges",rebeccaklein@jordan.info,12,No,0
ORD1082,2025-03-05,2025-03-12,CUST577,David Graham,Home Office,PROD3567,Snacks,Grocery,East,North Carolina,Christinemouth,9,247,15,1889.55,1518.72,370.83,Cash,Cancelled,"Buchanan, Harrington and Bailey",abrown@chapman.com,46,No,0
ORD1083,2024-09-03,2024-09-05,CUST167,Tamara Espinoza,Consumer,PROD2888,Sofa,Furniture,South,Alabama,West Elizabethshire,1,538,15,457.3,384.07,73.23,Credit Card,Delivered,Rios-Norton,carlos25@lee.biz,12,No,0
ORD1084,2026-02-14,2026-02-15,CUST729,Teresa Armstrong,Consumer,PROD7392,Bookshelf,Furniture,South,Arizona,South Joseph,8,4909,20,31417.6,24661.93,6755.67,Credit Card,Cancelled,"Roberts, Thompson and Brooks",moorejeremy@price.org,38,No,0
ORD1085,2025-02-12,2025-02-16,CUST984,Elaine Ramirez,Corporate,PROD2441,Monitor,Electronics,West,South Carolina,Tiffanybury,6,2511,0,15066.0,11909.37,3156.63,Cash,Pending,Castillo LLC,jeremy30@obrien.org,24,No,0
ORD1086,2024-05-18,2024-05-19,CUST156,Angela Kennedy,Home Office,PROD9649,Sugar,Grocery,South,West Virginia,East Brenda,4,1628,0,6512.0,5000.6,1511.4,Net Banking,Returned,"Mills, Simmons and Harris",nicholeburgess@yang-richardson.com,28,No,0
ORD1087,2024-03-27,2024-03-30,CUST195,Kaitlin Mcdonald,Corporate,PROD5342,Cooking Oil,Grocery,East,Rhode Island,New Thomas,5,4031,20,16124.0,13285.11,2838.89,UPI,Delivered,"Moran, Skinner and Ward",joneskathryn@velasquez-stewart.com,2,Yes,38
ORD1088,2024-06-28,2024-06-29,CUST354,Nicole Berry,Corporate,PROD7810,Pen,Office Supplies,South,Alaska,North Jared,7,4425,20,24780.0,21600.42,3179.58,Net Banking,Delivered,Sanchez Ltd,thomasschmidt@sims.biz,13,No,0
ORD1089,2026-01-19,2026-01-23,CUST899,Samuel Watkins,Consumer,PROD8139,Keyboard,Electronics,South,Georgia,Lake Edwardchester,9,543,0,4887.0,3415.83,1471.17,UPI,Cancelled,Cunningham Group,richard08@wilkins-flores.net,21,No,0
ORD1090,2026-01-22,2026-01-24,CUST951,Wendy Hall,Consumer,PROD7634,Snacks,Grocery,South,Missouri,Jessicaland,1,1609,0,1609.0,1412.72,196.28,Net Banking,Delivered,"Coleman, Smith and Horne",delgadomichael@stevenson-arias.com,8,Yes,37
ORD1091,2026-01-29,2026-02-04,CUST106,Hannah Kelly,Corporate,PROD3781,Bookshelf,Furniture,South,Maine,Molinaville,5,3234,0,16170.0,10655.53,5514.47,Cash,Cancelled,"Thomas, Townsend and Navarro",mark62@ryan.biz,22,No,0
ORD1092,2025-05-13,2025-05-18,CUST979,Joseph Grant,Corporate,PROD7527,Pen,Office Supplies,West,Rhode Island,Jeffreytown,10,3274,10,29466.0,19514.56,9951.44,Cash,Cancelled,Moore LLC,pgordon@pacheco.biz,15,No,0
ORD1093,2025-01-10,2025-01-14,CUST598,Lauren Nguyen,Consumer,PROD3673,Calculator,Office Supplies,North,Alaska,Trevorfurt,1,3943,0,3943.0,3494.7,448.3,Credit Card,Cancelled,Ewing Group,ecabrera@wong.biz,15,No,0
ORD1094,2024-12-22,2024-12-28,CUST477,Eric Moore,Home Office,PROD9014,Study Table,Furniture,South,Texas,North Dorothy,1,3108,5,2952.6,2234.21,718.39,Net Banking,Returned,"Perez, Sexton and Brown",cbrooks@miller-marks.info,29,No,0
ORD1095,2025-07-06,2025-07-11,CUST958,Lauren Acevedo,Home Office,PROD7963,Rice Bag,Grocery,North,Nebraska,Andersonton,2,550,10,990.0,777.08,212.92,Net Banking,Returned,"Smith, Welch and Delgado",callahansarah@diaz-ortega.com,5,Yes,35
ORD1096,2025-11-20,2025-11-22,CUST689,Sarah Fleming,Corporate,PROD3319,Rice Bag,Grocery,West,Wyoming,Lake Chad,6,3584,5,20428.8,13207.2,7221.6,Credit Card,Returned,Vaughn-Rivas,qmoran@gould.com,8,Yes,26
ORD1097,2024-09-19,2024-09-22,CUST647,Timothy Cox,Home Office,PROD2001,Headphones,Electronics,North,Delaware,Port Markport,1,4033,0,4033.0,2654.44,1378.56,Net Banking,Cancelled,Thompson-Greene,juliancardenas@riddle.com,11,No,0
ORD1098,2024-03-26,2024-03-27,CUST235,Amanda Allen,Corporate,PROD5897,Office Chair,Furniture,West,Wyoming,Moorehaven,9,4133,15,31617.45,24551.44,7066.01,Net Banking,Delivered,"Bailey, Sanchez and Cunningham",johnbarrett@contreras.com,42,No,0
ORD1099,2024-08-26,2024-08-27,CUST474,Scott Hernandez,Corporate,PROD7449,File Folder,Office Supplies,North,Montana,Deborahland,8,1447,20,9260.8,5748.46,3512.34,UPI,Returned,Johns-Hoffman,phillipsluis@cardenas.net,46,No,0
ORD1100,2024-12-12,2024-12-14,CUST835,Melissa Holt,Home Office,PROD6574,Sofa,Furniture,East,Alaska,Lake Hannahfurt,1,3837,15,3261.45,2286.51,974.94,Credit Card,Pending,"Ellis, Diaz and Rodriguez",robinsondanielle@hoffman.net,25,No,0
ORD1101,2025-04-06,2025-04-12,CUST164,Mr. Christian Williams,Corporate,PROD3177,Monitor,Electronics,East,Texas,Kennethport,7,4875,5,32418.75,25505.66,6913.09,UPI,Pending,Tran-White,kevinliu@mitchell.com,37,No,0
ORD1102,2024-05-04,2024-05-06,CUST252,Amanda Rodgers,Home Office,PROD9279,Stapler,Office Supplies,South,Hawaii,Stewartborough,7,2059,0,14413.0,10601.85,3811.15,Credit Card,Returned,Lee and Sons,ufletcher@mcdaniel.org,32,No,0
ORD1103,2025-12-01,2025-12-05,CUST695,Abigail Lamb,Corporate,PROD1472,Study Table,Furniture,South,Oregon,Amymouth,4,2811,10,10119.6,7605.84,2513.76,Cash,Returned,"Alvarez, Thomas and Hawkins",gwatkins@malone.com,18,No,0
